match_id,date,time_local,round,gameweek,home_team,away_team,home_goals,away_goals,home_pens,away_pens,venue,attendance,referee,notes,match_url,status,stats_scraped,stats_source,home_xg,away_xg,competition,competition_weight,home_possession,home_shots,home_shots_on_target,home_corners,home_fouls,home_offsides,home_cards_yellow,home_cards_red,home_saves,home_crosses,home_interceptions,home_tackles_won,away_possession,away_shots,away_shots_on_target,away_corners,away_fouls,away_offsides,away_cards_yellow,away_cards_red,away_saves,away_crosses,away_interceptions,away_tackles_won
3c1e3816,2026-06-11,13:00,Group stage,1.0,Mexico,South Africa,2,0,,,Estadio Banorte (Neutral Site),80824,Wilton Sampaio,,https://fbref.com/en/matches/3c1e3816/Mexico-South-Africa-June-11-2026-World-Cup,played,True,kaggle+fbref,1.84,0.52,FIFA World Cup,4.0,57,16,4,6,11,2,1,1,1,12,8,6,43,3,2,3,15,1,2,2,4,8,7,7
beebb792,2026-06-11,20:00,Group stage,1.0,South Korea,Czechia,2,1,,,Estadio Akron (Neutral Site),44985,Amin Omar,,https://fbref.com/en/matches/beebb792/Korea-Republic-Czechia-June-11-2026-World-Cup,played,True,kaggle+fbref,1.45,1.12,FIFA World Cup,4.0,54,12,5,4,10,1,1,0,2,12,11,4,46,10,3,3,13,2,0,0,4,15,7,7
f6d2bd84,2026-06-12,15:00,Group stage,1.0,Canada,Bosnia and Herzegovina,1,1,,,BMO Field (Neutral Site),43002,Facundo Tello,,https://fbref.com/en/matches/f6d2bd84/Canada-Bosnia-and-Herzegovina-June-12-2026-World-Cup,played,True,kaggle+fbref,1.35,0.98,FIFA World Cup,4.0,52,13,4,9,12,2,2,0,3,24,4,15,29,8,3,4,15,1,3,0,5,10,10,13
f6c0596c,2026-06-12,18:00,Group stage,1.0,USA,Paraguay,4,1,,,SoFi Stadium (Neutral Site),70492,Danny Makkelie,,https://fbref.com/en/matches/f6c0596c/United-States-Paraguay-June-12-2026-World-Cup,played,True,kaggle+fbref,2.76,0.88,FIFA World Cup,4.0,59,16,6,3,13,2,1,0,1,17,11,6,28,9,1,1,17,3,5,0,9,5,9,16
58580af9,2026-06-13,12:00,Group stage,1.0,Qatar,Switzerland,1,1,,,Levi's Stadium (Neutral Site),67966,Said Martínez,,https://fbref.com/en/matches/58580af9/Qatar-Switzerland-June-13-2026-World-Cup,played,True,kaggle+fbref,0.78,1.54,FIFA World Cup,4.0,28,6,3,3,12,1,2,0,4,8,10,9,58,26,7,10,11,0,1,0,2,35,7,6
72d993fd,2026-06-13,18:00,Group stage,1.0,Brazil,Morocco,1,1,,,MetLife Stadium (Neutral Site),80663,Slavko Vinčič,,https://fbref.com/en/matches/72d993fd/Brazil-Morocco-June-13-2026-World-Cup,played,True,kaggle+fbref,1.62,1.1,FIFA World Cup,4.0,55,12,5,6,16,0,2,0,3,16,5,12,45,14,3,2,14,1,0,0,4,15,4,18
58c3106f,2026-06-13,21:00,Group stage,1.0,Haiti,Scotland,0,1,,,Gillette Stadium (Neutral Site),64146,Mustapha Ghorbal,,https://fbref.com/en/matches/58c3106f/Haiti-Scotland-June-13-2026-World-Cup,played,True,kaggle+fbref,1.25,0.65,FIFA World Cup,4.0,44,14,1,5,12,2,1,0,5,23,6,7,56,12,3,6,10,3,3,0,2,14,6,6
4ff2342a,2026-06-13,21:00,Group stage,1.0,Australia,Türkiye,2,0,,,BC Place Stadium (Neutral Site),52497,Jesús Valenzuela,,https://fbref.com/en/matches/4ff2342a/Australia-Turkiye-June-13-2026-World-Cup,played,True,kaggle+fbref,1.48,0.72,FIFA World Cup,4.0,27,9,4,5,12,1,0,0,2,14,6,5,62,30,7,8,4,3,1,0,2,26,4,7
a2c54ed9,2026-06-14,12:00,Group stage,1.0,Germany,Curaçao,7,1,,,Reliant Stadium (Neutral Site),68021,Jalal Jiyed,,https://fbref.com/en/matches/a2c54ed9/Germany-Curacao-June-14-2026-World-Cup,played,True,kaggle+fbref,4.82,0.44,FIFA World Cup,4.0,63,25,12,8,10,1,0,0,1,12,10,13,37,8,1,1,12,2,0,0,5,7,16,7
faa0cb98,2026-06-14,15:00,Group stage,1.0,Netherlands,Japan,2,2,,,AT&T Stadium (Neutral Site),69285,Ismail Elfath,,https://fbref.com/en/matches/faa0cb98/Netherlands-Japan-June-14-2026-World-Cup,played,True,kaggle+fbref,1.95,1.82,FIFA World Cup,4.0,61,10,5,5,7,2,3,0,3,21,7,5,39,9,5,4,7,1,0,0,3,23,4,10
f8ee7eef,2026-06-14,19:00,Group stage,1.0,Côte d'Ivoire,Ecuador,1,0,,,Lincoln Financial Field (Neutral Site),68274,François Letexier,,https://fbref.com/en/matches/f8ee7eef/Cote-dIvoire-Ecuador-June-14-2026-World-Cup,played,True,kaggle+fbref,1.1,0.95,FIFA World Cup,4.0,41,15,4,3,12,2,3,0,3,7,11,9,49,12,1,5,14,3,1,0,3,14,13,14
6df52cfd,2026-06-14,20:00,Group stage,1.0,Sweden,Tunisia,5,1,,,Estadio BBVA (Neutral Site),50987,Yael Falcón,,https://fbref.com/en/matches/6df52cfd/Sweden-Tunisia-June-14-2026-World-Cup,played,True,kaggle+fbref,3.12,0.78,FIFA World Cup,4.0,49,13,7,4,10,3,0,0,1,12,8,10,51,6,2,2,8,1,1,0,6,13,5,11
5f18a385,2026-06-15,12:00,Group stage,1.0,Belgium,Egypt,1,1,,,Lumen Field (Neutral Site),66775,Ramon Abatti,,https://fbref.com/en/matches/5f18a385/Belgium-Egypt-June-15-2026-World-Cup,played,True,kaggle+fbref,1.58,1.12,FIFA World Cup,4.0,57,15,3,2,15,0,2,0,2,16,10,11,43,14,3,7,15,1,2,0,2,13,12,17
c100284d,2026-06-15,12:00,Group stage,1.0,Spain,Cabo Verde,0,0,,,Mercedes-Benz Stadium (Neutral Site),67640,Adham Makhadmeh,,https://fbref.com/en/matches/c100284d/Spain-Cabo-Verde-June-15-2026-World-Cup,played,True,kaggle+fbref,2.15,0.35,FIFA World Cup,4.0,74,23,8,11,10,2,1,0,6,36,6,12,26,6,1,1,1,3,1,0,7,4,16,10
a039dc32,2026-06-15,18:00,Group stage,1.0,IR Iran,New Zealand,2,2,,,SoFi Stadium (Neutral Site),70108,César Arturo Ramos,,https://fbref.com/en/matches/a039dc32/IR-Iran-New-Zealand-June-15-2026-World-Cup,played,True,kaggle+fbref,1.88,1.2,FIFA World Cup,4.0,43,17,4,4,10,2,1,0,5,19,11,10,45,14,8,1,8,1,0,0,7,12,13,10
82de5964,2026-06-15,18:00,Group stage,1.0,Saudi Arabia,Uruguay,1,1,,,Hard Rock Stadium (Neutral Site),62764,Maurizio Mariani,,https://fbref.com/en/matches/82de5964/Saudi-Arabia-Uruguay-June-15-2026-World-Cup,played,True,kaggle+fbref,0.85,1.76,FIFA World Cup,4.0,27,7,3,4,11,2,1,0,8,7,7,9,63,27,10,14,6,1,0,0,2,47,10,2
2712fac7,2026-06-16,15:00,Group stage,1.0,France,Senegal,3,1,,,MetLife Stadium (Neutral Site),80545,Alireza Faghani,,https://fbref.com/en/matches/2712fac7/France-Senegal-June-16-2026-World-Cup,played,True,kaggle+fbref,2.44,1.05,FIFA World Cup,4.0,49,11,8,6,5,2,0,0,2,9,7,14,44,6,2,4,9,1,0,0,4,9,8,9
17eda16a,2026-06-16,18:00,Group stage,1.0,Iraq,Norway,1,4,,,Gillette Stadium (Neutral Site),63106,Pierre Ghislain Atcho,,https://fbref.com/en/matches/17eda16a/Iraq-Norway-June-16-2026-World-Cup,played,True,kaggle+fbref,0.68,2.85,FIFA World Cup,4.0,34,11,1,5,12,1,1,0,7,13,5,13,57,11,5,4,13,0,0,0,1,17,3,10
881ab666,2026-06-16,20:00,Group stage,1.0,Argentina,Algeria,3,0,,,GEHA Field at Arrowhead Stadium (Neutral Site),69045,Szymon Marciniak,,https://fbref.com/en/matches/881ab666/Argentina-Algeria-June-16-2026-World-Cup,played,True,kaggle+fbref,2.65,0.42,FIFA World Cup,4.0,49,10,6,2,13,3,0,0,1,5,12,17,51,7,1,2,8,1,0,0,4,8,8,10
140e19d9,2026-06-16,21:00,Group stage,1.0,Austria,Jordan,3,1,,,Levi's Stadium (Neutral Site),68527,Dahane Beida,,https://fbref.com/en/matches/140e19d9/Austria-Jordan-June-16-2026-World-Cup,played,True,kaggle+fbref,1.98,0.88,FIFA World Cup,4.0,53,10,4,4,12,3,1,0,1,17,15,8,33,11,3,3,7,1,0,0,6,15,12,7
c95830e9,2026-06-17,12:00,Group stage,1.0,Portugal,Congo DR,1,1,,,Reliant Stadium (Neutral Site),68777,Abdulrahman Ibrahim Al Jassim,,https://fbref.com/en/matches/c95830e9/Portugal-Congo-DR-June-17-2026-World-Cup,played,True,kaggle+fbref,1.78,1.15,FIFA World Cup,4.0,68,7,1,5,9,3,3,0,5,23,2,6,25,8,2,4,10,2,1,0,3,9,5,11
c42ce3be,2026-06-17,15:00,Group stage,1.0,England,Croatia,4,2,,,AT&T Stadium (Neutral Site),70389,Clément Turpin,,https://fbref.com/en/matches/c42ce3be/England-Croatia-June-17-2026-World-Cup,played,True,kaggle+fbref,2.92,1.64,FIFA World Cup,4.0,48,22,11,8,10,2,0,0,4,13,7,7,43,10,5,2,12,3,0,0,6,13,7,7
9f71086a,2026-06-17,19:00,Group stage,1.0,Ghana,Panama,1,0,,,BMO Field (Neutral Site),42942,Glenn Nyberg,,https://fbref.com/en/matches/9f71086a/Ghana-Panama-June-17-2026-World-Cup,played,True,kaggle+fbref,1.3,0.75,FIFA World Cup,4.0,35,7,2,2,9,1,1,0,5,16,8,9,55,11,4,2,11,2,2,0,1,21,5,11
3329959e,2026-06-17,20:00,Group stage,1.0,Uzbekistan,Colombia,1,3,,,Estadio Banorte (Neutral Site),80824,Anthony Taylor,,https://fbref.com/en/matches/3329959e/Uzbekistan-Colombia-June-17-2026-World-Cup,played,True,kaggle+fbref,0.95,2.1,FIFA World Cup,4.0,33,8,2,3,14,2,1,0,6,13,7,7,56,15,4,4,11,1,1,0,2,15,6,4
02f675d6,2026-06-18,12:00,Group stage,2.0,Czechia,South Africa,1,1,,,Mercedes-Benz Stadium (Neutral Site),67442,Tori Penso,,https://fbref.com/en/matches/02f675d6/Czechia-South-Africa-June-18-2026-World-Cup,played,True,kaggle+fbref,1.35,1.15,FIFA World Cup,4.0,32,14,3,5,12,1,1,0,3,16,9,4,60,17,4,5,10,3,2,0,4,17,9,11
5134daab,2026-06-18,12:00,Group stage,2.0,Switzerland,Bosnia and Herzegovina,4,1,,,SoFi Stadium (Neutral Site),70026,João Pinheiro,,https://fbref.com/en/matches/5134daab/Switzerland-Bosnia-and-Herzegovina-June-18-2026-World-Cup,played,True,kaggle+fbref,2.45,0.88,FIFA World Cup,4.0,57,13,7,7,7,2,1,0,1,22,4,14,34,5,3,3,17,1,2,1,5,12,12,3
60dedabb,2026-06-18,15:00,Group stage,2.0,Canada,Qatar,6,0,,,BC Place Stadium (Neutral Site),52497,Cristián Garay,,https://fbref.com/en/matches/60dedabb/Canada-Qatar-June-18-2026-World-Cup,played,True,kaggle+fbref,3.82,0.22,FIFA World Cup,4.0,65,33,11,19,9,3,1,0,0,55,6,5,20,2,0,1,10,1,1,2,9,3,11,10
50a429da,2026-06-18,19:00,Group stage,2.0,Mexico,South Korea,1,0,,,Estadio Akron (Neutral Site),45522,Gustavo Tejera,,https://fbref.com/en/matches/50a429da/Mexico-Korea-Republic-June-18-2026-World-Cup,played,True,kaggle+fbref,1.62,0.58,FIFA World Cup,4.0,49,8,4,0,9,1,0,0,2,5,7,7,51,9,2,2,7,2,2,0,3,9,5,10
580cb771,2026-06-19,12:00,Group stage,2.0,USA,Australia,2,0,,,Lumen Field (Neutral Site),66925,Felix Zwayer,,https://fbref.com/en/matches/580cb771/United-States-Australia-June-19-2026-World-Cup,played,True,kaggle+fbref,1.21,0.32,FIFA World Cup,4.0,55,10,2,7,12,1,3,0,1,14,21,9,30,5,2,4,16,0,4,0,2,19,7,10
2a469714,2026-06-19,18:00,Group stage,2.0,Scotland,Morocco,0,1,,,Gillette Stadium (Neutral Site),64146,Ilgiz Tantashev,,https://fbref.com/en/matches/2a469714/Scotland-Morocco-June-19-2026-World-Cup,played,True,kaggle+fbref,0.97,0.54,FIFA World Cup,4.0,41,6,0,2,12,1,1,0,2,13,9,12,59,12,4,5,10,2,1,0,2,10,5,5
82209c60,2026-06-19,20:00,Group stage,2.0,Türkiye,Paraguay,0,1,,,Levi's Stadium (Neutral Site),68827,Iván Barton,,https://fbref.com/en/matches/82209c60/Turkiye-Paraguay-June-19-2026-World-Cup,played,True,kaggle+fbref,0.4,0.3,FIFA World Cup,4.0,67,32,5,12,14,2,2,0,2,42,6,12,19,7,2,0,15,1,1,1,4,6,9,15
